"","name","hashtag","text"
"1672799","remaxnaperville","Naperville IL realestate ","We are looking for a buyer on 1523 Conan Doyle Rd #Naperville #IL  #realestate https://t.co/yPRs6Smu7M https://t.co/h76BkRkyOD"
"1042568","dkny_mexi","newrecord gingerbreadman cookies ","Have to get to 850!!! 😘 #newrecord #gingerbreadman #cookies 💕 @ Diamond Excellence Weddings &amp;… https://t.co/IVBlY6ro8G"
"451670","vivi_dsi","","I'm at Casa Delas in São Paulo, SP https://t.co/VynfVVKACw"
"1661051","tqnews","","When it was totally all right to play Native American. @SSTurtleGirl @realturtleboy @HowieCarrShow https://t.co/A2uVFJVf08"
"1074044","tmj_stl_itdnet","StLouis job Microsoft Hiring CareerArc ","If you're looking for work in #StLouis, MO, check out this #job: https://t.co/PfXTQZfJd2 #Microsoft #Hiring #CareerArc"
"116391","jasenmvaca","","been inspired lately to shoot more film @ San Pedro Harbor https://t.co/6EDldRglsy"
"1814577","FreshPondNY","","Fresh Pond NY Fri Dec 29th PM Forecast: TONIGHT Partly Cloudy Lo 31 SATURDAY Sunny Hi 41"
"255744","underdogrecord","","Now in stock used at Underdog Records ... This used TEAC P-988 fully automatic turntable. Brand… https://t.co/z9vjhQqHgU"
"729098","isacristinam","","Cumpleaños feliz tuyo!!! 🎂 y mio Virgencita de Guadalupe 💕 de madrugada celebrando contigo tu… https://t.co/UnM0ggMsOA"
"1897799","ccmurray131","","Birthday dinner at Mastro’s with our favorite new 16-year-old! Happy… https://t.co/KHfS82tNQ9"
"485137","ErichSchwedhelm","argentinedogo bulldog bulldogs bulldogsofinstagram dog dogs ","Passed out cutie #argentinedogo #bulldog #bulldogs #bulldogsofinstagram #dog #dogs… https://t.co/9WfQB06UPM"
"175832","ChefBCFromDC","letsgetdangerous ","Repeal Day is Upon Us  As one of my favorite cartoon characters would say #letsgetdangerous… https://t.co/F9rojzkxBb"
"79832","_israel75","","Sólo por hoy dedicate a ser feliz y a Sonreír  Feliz domingo en State of Mexico https://t.co/qh4lmXzb7m"
"1557872","adventure_bears","","Merry Christmas 🎄 to all, May Santa bring you all peace and joy. @ Fort Lauderdale, Florida https://t.co/uNRmW0Vdu4"
"449717","eagoraze","","Acabou de publicar uma foto em Tudão Gama https://t.co/CjlfVKyJqR"
"1741110","olatistyle","","Going to see the doctor and when I was not looking, wham my sister… https://t.co/b1Uif4ufhC"
"201042","tmj_LAX_invbank","job InvestmentBanking ","Can you recommend anyone for this #job? WBS Sr Registered Client Assoc - https://t.co/FqNyyJJjwn #InvestmentBanking… https://t.co/qWohV3zO5q"
"1168596","jperezkc","kc KansasCity kcmo ","Early bird gets the worm  #kc #KansasCity #kcmo @ Kansas City, Missouri https://t.co/TsErrxNvVR"
"1248221","WestPittsburgCA","","West Pittsburg CA Wed Dec 20th AM Forecast: TODAY Partly Cloudy Hi 60 TONIGHT Clear Lo 31"
"1102284","CarlosVinicioAR","tennis tennisplayer ","Morning in the morning. 🎾#tennis  #tennisplayer en Regency Club Querétaro https://t.co/tbLe4gLxVj"
"1294533","miguelpintor05","","Portal 2017-2018  Gracias  a rosii_g96  por su colaboración  en este… https://t.co/IrlrzRAli7"
"909357","key2wellnessllc","alldayyoumay NJ ","@SPARTANS_08055 selling @5percentnutri all day. Come down and ask for Bud. #alldayyoumay #NJ… https://t.co/VFXQC7l3w6"
"1903611","j10riscafaca","","Vamos trabalhar no último dia de 2017,que ano que vem seja melhor.... Bom dia ✔✔ em Piratininga… https://t.co/g96g3aeZFd"
"1941796","FHQuintero69","rockefellercenter nyc ","#rockefellercenter #nyc @ Rockefeller Center https://t.co/zJB9eFsIyK"
"280218","BarMattias","","Al menos una vez había que parecer gente en Leandro N. Alem, Misiones https://t.co/pCdvAW3bGt"
"103035","ZIG_FCF","club Houston Texas Music ","@BEATKINGKONG BeatKing &amp; @ZIG_FCF Z.I.G. VIP in the #club #Houston #Texas #Music 🔥 💯 🔊 💰… https://t.co/yKIrz8YknB"
"1394157","BLACKGUNNHTOWN","dearblackmen dearblackpeople blackfathers babydaddies staywoke instagood inspire ","🚧🚨🚨🚨🚧 #dearblackmen #dearblackpeople #blackfathers #babydaddies #staywoke #instagood #inspire… https://t.co/j8TQF8XaSd"
"9379","Ttuler17","direct directada alodiney dineyzada vicio boanoite ",""" Ei, você ai como vai? Bem? "" #direct #directada #alodiney #dineyzada #vicio #boanoite em Baixo… https://t.co/5ow7xFQfXE"
"1756213","Andreji26613682","NuevaFotoDePerfil ","""@CydDiosa: #NuevaFotoDePerfil https://t.co/hBFewbfOO7""buenísima"
"706978","kabeto2050","orquestravillalobos microfones c3000 c1000 ","Job de hoje #orquestravillalobos #microfones @akgaudio #c3000 #c1000… https://t.co/zWo0r7DFxf"
"425540","mariana_mrdgz","","Fin de semestre (@ Barra Gavia in Cuauhtémoc, DF) https://t.co/ZtJYnEw5IN"
"787473","UnionCollegerow","","It’s Early Decision time! We think m.wood6 is almost as excited as we are to have her on our… https://t.co/QbbVwAhNcC"
"510290","MattYear","snow winter ","It’s still coming down #snow #winter @ King of Prussia, Pennsylvania https://t.co/VfnMOOVpbv"
"210700","RakWoodstock","lj ","Lauren James wishes you a Merry Christmas! Come shop their adorable holiday shirts!  #lj… https://t.co/npkITGBX6L"
"1622389","DeLPhiHurley","FABULOUSFINDS DestinationDelCo DEPAVEANDREFOREST ","AVAILABLE REALITIES #FABULOUSFINDS #DestinationDelCo  REDUCE REUSE #DEPAVEANDREFOREST  HERE IN… https://t.co/59Yh61zhLe"
"644590","UncleJoeDidIt","","Happy Bday to the Man, the Legend, and Big Bruh. Thanks for watching over us and all things… https://t.co/IbB8HYMh9n"
"1304570","tmj_ctm_acct","Hamden job Accounting Hiring CareerArc ","See our latest #Hamden, CT #job and click to apply: Accounting Clerk - https://t.co/ntZP52snXI #Accounting #Hiring #CareerArc"
"801924","VieiraLuca_","","I'm at Thyssenkrupp Elevadores - CSC in Porto Alegre, RS https://t.co/tsqzHyMkkD"
"1139363","Mela2084","","Ajuaaaaa... (@ CrossFit Wild Rose Newark-NJ in Newark, NJ) https://t.co/f6KmNootUN"
"30819","BeachCheerAth","Waves Zero C4TC2017 beachcheerathletics ","Waves hit zero!   Amazing first run of the day! #Waves #Zero #C4TC2017 #beachcheerathletics… https://t.co/UCYbgggggb"
"1576857","angicita_4","familiacasasaguirre familiaseguraruiz ","Navidad 2017 #familiacasasaguirre💖🐾 #familiaseguraruiz💞💖 en Bogotá,… https://t.co/UpD8f64mok"
"1069173","ABRAGallery","Repost ","#Repost from Hessam Abrishami one of our premium artist finishing his new art piece.  🎥… https://t.co/LY8zS9OTNB"
"219405","girlUPcycled","","Have an UPcycled Christmas! @ Girl UPcycled Studio https://t.co/FlbVhU3j1W"
"1329508","sobralsays","","Apresentação de final de ano da @MATalentos no Teatro CECAPE de São Caetano do Sul. Muito bom… https://t.co/FB6tR1sNd2"
"1223279","chuiandino","","@MaltaRegional 20 titulos"
"894284","kojiro_o","calor guaterodeldiablo thefloorislava vulcan ","Super cagado de calor!!! #calor #guaterodeldiablo #thefloorislava #vulcan en Paine, Chile https://t.co/3Namcjsutq"
"1537989","MNConklin","","Merry Christmas Eve from my fluffy headed ninny mugginess and me 🎄 @… https://t.co/2BsWyalsNn"
"1301733","The_MikeWest","","I'm at Starbucks in Davie, FL https://t.co/kSKSTMklQe"
"326389","RockStarVJ","","❤️❤️❤️ en Viña del mar, Chile https://t.co/lPaWwZpw9S"
"1588513","IngeVladyGlez","","Algo bien.....!!!! (@ Queseria) https://t.co/s41GfbcMGm https://t.co/c1Exjxxqeq"
"1405740","OATeducation","christmas holidayspirit toronto ","Happy Holidays Everyone! #christmas #holidayspirit #toronto @ OAT Education https://t.co/Hi3buIN8FK"
"778822","presidajr","","⭕⚫🍻 (@ Condômino Do Gb 🏙️ in Nova Iguaçu, Rio de Janeiro) https://t.co/0YO160Hbwr"
"854495","caballerografic","artwork logo symbol ","Estudio Rialto #artwork #logo #symbol en Barranquilla, Atlantico, Colombia https://t.co/oxFqMCsslm"
"1818526","saramccabe18","","Don’t worry, we still suck at taking pics. @ Kyle Field https://t.co/6xiNcqHFZ3"
"280862","eliadasantoss","","I'm at Pastelão https://t.co/g2GL59Eu8n"
"1830335","BudaDaFuture","LegionOfBoom ","#LegionOfBoom @beatbutcha_soi @budadafuture @grandzmuzik @alistfame @thajerm_soi @vdonsoundz @… https://t.co/R8KA6mWJlH"
"1425517","SLealRx","","Las Posadas en El Barrio @ Barrio Viejo, Tucson https://t.co/ifQv1rxCYF"
"1728763","DeftonGautreaux","","That’s right !! . 👇🏼😉  https://t.co/6Cugp39iQe — Follow 👉🏼 @DeftonGautreaux Follow 👉🏼… https://t.co/CtLyUA4GYl"
"1171628","Ontarioville","","Ontarioville IL Tue Dec 19th AM Forecast: TODAY Clearing Hi 49 TONIGHT Partly Cloudy Lo 25"
"1818740","hilree","partay wine skipbo waterloonights ","Friday night. #partay #wine #skipbo #waterloonights @ Waterloo, Ontario https://t.co/RVCrKQRUpD"
"1567485","AndresCriba","","Acaba de publicar una foto en Speedway, Indiana https://t.co/ywONyvSye3"
"1869224","lipalestra","","🌸 em Floralis Genérica https://t.co/HOr4XY0WoT"
"1147358","iheartfoodvb","","Green Flash Christmas Party! @ Green Flash Brewery &amp; Tasting Room Virginia Beach https://t.co/pgOnEfzsga"
"228380","RideNowGoodyear","","Looking for a 🎁. We got ya covered! 2 wheels or 4 wheels from beginner to advanced.  Stop by… https://t.co/1BbjJa65W8"
"1698063","HeyDiegoG","","I'm at Casa do Matheus 🏠 https://t.co/DVcdfMpbBf"
"1834947","mari_corrales24","","I'm at Aeropuerto Internacional Buffalo Niagara - @bufairport in Cheektowaga, NY https://t.co/1JBgbV6cVo"
"999621","phmartins12","","I'm at Lucio's Pizza https://t.co/l8ShNppSz3"
"351688","Jusmacolofi","","Buenas ya es hora de produçao (@ Edificio Montevideo) https://t.co/NEDPrdudDQ"
"1215515","ShakesMcFly","","Finally finished wrapping gifts and now watching The Crown @ Casa De… https://t.co/jY0KLF9EGt"
"494773","h09sier","","You should probably come to Mrkt Ball at the @indycm tonight. Doors open at 7. 50s or black tie!… https://t.co/WZOCYaDrNz"
"2436","tattoogirl70","","Good morning my loves have an awesome day!! @ El Paso, Texas https://t.co/DGt8ZlWaqs"
"1949104","WakefieldNY","","Wakefield NY Sun Dec 31st PM Forecast: TONIGHT Mostly Clear Lo 9 NEW YEARS DAY Sunny Hi 19"
"941925","DaddyNewbie","thelastjedi ","Watched #thelastjedi with this guy, was so great watching him be so excited, jumping in his seat… https://t.co/pch1mXZ7s4"
"937451","memoegoavil","16D ","Mañana essss #16D (@ Country Club Lima Hotel in San Isidro, Lima) https://t.co/yVNkEzoX3S"
"814107","HoustonTX_","","Houston TX Thu Dec 14th AM Forecast: TODAY Partly Cloudy Hi 69 TONIGHT Chance Of Showers Lo 45"
"345473","moraisouza","barramansa natal christmas ","Esse clima de natal... dá até uma certa vontade de ser feliz! :)  #barramansa #natal #christmas… https://t.co/QFoJZIySD6"
"458908","RogerToadeiro","","I'm at Sumaúma Park Shopping - @sumaumaparkshop in Manaus, Amazonas https://t.co/x2fcisal9h"
"1941451","TitanicDinosaur","Misfits LA ","🎃💀🤘🏿 The Original #Misfits 🤘🏿💀🎃  #LA 12/30/17:… https://t.co/CnHW5H8GMc"
"59844","ambkenzie","","Guess who’s about to turn 21 at midnight!?! 💋 @ Statesville, North Carolina https://t.co/Kiiz9BTNBm"
"603580","tmj_cle_retail","RockyRiver Retail Job Jobs Hiring CareerArc ","Want to work in #RockyRiver, OH? View our latest opening: https://t.co/j4Yzfta1Gi #Retail #Job #Jobs #Hiring #CareerArc"
"1892632","layllaphernanda","","Boa noite 🌙, foto inspiradora tirada pela @feerhdluca 📸. Sinto vontade de postar todas desse… https://t.co/sX6PDRrFwI"
"885481","tmj_mgm_jobs","hiring Troy Job Jobs CareerArc ","We're #hiring! Click to apply: Entry-Level Technical Analyst Campus Recruiting - https://t.co/zQ0KA6fwv0 #Troy, AL #Job #Jobs #CareerArc"
"1498451","TheArtistryNY","","🔴Looking to Perform 🔴  at S.O.B's Thursday January 11th 2018||:: contact me via email with your… https://t.co/vi6CY5RKip"
"742055","MaxSupreme13","","😤 @ Indianapolis, Indiana https://t.co/xUSdfKjWuP"
"1140177","lisashupe80","","I figured I wouldn't need one of these for at least another 30 years or so.  I was wrong.… https://t.co/IEXBpaEacQ"
"194875","MitchellRoadPCA","","""This Christmas Night"" Advent Concert was a huge display of the humility and power which our… https://t.co/xKpL1EsXVA"
"345003","rstanfill","","Ok, let’s try this again. Can’t wait to hear about Bella’s report card. First one in the three’s and she’s not even… https://t.co/mW1rlqEvk5"
"540416","calebjernigan","","We enjoyed participating in the Grove parade with our Lake Center Church family. @ Lake Center… https://t.co/szBUWEYpei"
"1868138","TorreyPenn","","Eyes ahead and focused on one thing... self improvement.  . Enjoy the weekend and make it a… https://t.co/VCnUlY2aVh"
"200265","kjssnkrboutique","shopkjs ","🚨AIR JORDAN XI “WIN LIKE ‘96”🚨 now available in store. Limited sizes left #shopkjs… https://t.co/x7TezYNBBD"
"207142","siriacop","","Jetta Variant 2011 2 Dono.  89 mil km - Toda revisada.  R$ 45900,00 Aceito troca.… https://t.co/ijGXNEpEye"
"920673","kagabriel","photo ","Drinking a Jack Brand Dry Hopped Lager by @adnams @ Edifício Barão de Tatuí — https://t.co/tvSHxv2RTR #photo"
"719873","Botasmoradas","","I'm at Chili’s in Miraflores, Lima https://t.co/TgfCbDzLgW"
"394177","CandyBabel","","Pretty petite pastille packages ready to be picked up at Candy Babel to make your stockings… https://t.co/B82xho1eJB"
"907876","ExitAsheville","Candler NC realestate ","We are looking for a buyer on 7 Brookside Circle #Candler #NC  #realestate https://t.co/pIvhRg4Vvi https://t.co/Mx6x5etm0B"
"345811","JimmyKastner","","Haircut (@ Paramount Pampering Salon and Spa in Somerville, NJ) https://t.co/Wo8aXAQKVL"
"1735997","tivolivillagelv","","✨Living room goals by ninushdesign 🙌🏼 @ Tivoli Village Las Vegas https://t.co/0YFqdEpmRd"
"866118","WaydiPaes","candycrussodasaga ","#candycrussodasaga fase 1601 kde a galera viciada nesse jogo tbm em Macapá, Brazil https://t.co/6r9Fj6bqSt"
"491526","ddaranha","sunset luscofusco tree sky saopaulo trip travel park ","#sunset #luscofusco #tree #sky #saopaulo #trip #travel #park em Parque da Independência https://t.co/pKOPXNCgX3"
"251250","tattoosbyhalo","","Smaller details on my painting of Kerrigan.    If you look at my earlier post I have 3 videos up… https://t.co/ccwsydQ2wl"
"1180628","ishyne_","","Office Christmas Party 🎄 @ Virginia Department of Transportation https://t.co/Bj814Fj7a0"
"899497","DJSNAPNYC","","I’m invading Feel Good Sunday  Sunday, December 17, 2017  Doors open at 7:00pm | Ladies FREE all… https://t.co/WU3Pq8EJ2C"
"1558293","julianobriene","","Na casa de Artista é assim, Mãe pensa em cada detalhe:  (jogo americano, porta guardanapo e… https://t.co/Xux7rGJlxE"
"1266322","adelinocljunior","","Daqui a pouco começa mais uma etapa dos treinamentos... já estou em solo sagrado para nos… https://t.co/svVhTwxA3m"
"1718519","FiaaSosa","","Tener que almorzar a las 8,30 y aguantar sin comer hasta las 5, mejor matenme."
"1085430","theRealYungCrid","","Just posted a video @ Waterloo, Iowa https://t.co/kPU87snnaH"
"1626696","tscitychic","","Merry day after Christmas!!  Wore this pretty midi dress by @ramybrook to a christmas bubbles… https://t.co/5SVfdwHP54"
"1582190","allkinecrossfit","barmuscleup ","Via savykauhaahaa  ・・・ All I want for Christmas.....#barmuscleup MAHALO ALLKINECROSSFIT… https://t.co/7L8QGxy73Z"
"726781","kendraarangel","","Nothing beats messy hair and a money piece 🙌🏼 @ The Painted Nest Studio https://t.co/p1AkWrDr0E"
"1620839","iAfRi","","I'm at MyHome https://t.co/M2pgU46fCP"
"1135900","DJMikeMorgan","jackrussell christmas dogsofinstagram ","My #jackrussell Bailey had his #christmas photo shoot. #dogsofinstagram @ PET-icure Pet Grooming… https://t.co/stPKcCI55B"
"1279819","AlainMoussi","blackEyeIPA ","Kickn’it at @StrayDogBeer with Marc and Justin getting ready to unleash #blackEyeIPA the… https://t.co/PyaEhJiRqn"
"633774","HeathervsHeidi","thecrownseason2 dogsofinstagram ","#thecrownseason2 even my dog wants to be a princess lol JK she already is one #dogsofinstagram @… https://t.co/9RZsUsniqG"
"1061609","cosdelsuap","","Invitación de SUSCRIPCIÓN a este canal… https://t.co/lEqq8C19Fb"
"1744303","psicth","","I'm at JK Shopping in Brasília, Federal w/ @luizabcc https://t.co/aExxH0gEHw"
"705785","chaipanidecatur","","Mindblasting tastebuds yet again! Announcing our newest menu item: the Chilli Chicken. This… https://t.co/zp6TG2dA22"
"1156516","Leekovision","Creativity Model BodyArt ","💚 In #Creativity We Trust  Throwback shoot with  #Model : thalitaferrazoficial #BodyArt by… https://t.co/bBDRCnHqpg"
"489915","Klovakevin","","Last nights gig I got to see Kumu Vicky Holt Takamine. Mahalo for your manao… https://t.co/q8RmLreZ0r"
"1382429","oreidoscabelos","SEXTOUUU ficaadica ","#SEXTOUUU 😉  Cabelão para o Final de ano??? 🎅🤔  Simmm!!! 😍 #ficaadica 👑 💁🏿‍♀️👧🏿👸🏿 Olha o cabelão… https://t.co/KX330PKsXX"
"321022","tmj_SFO_nonprft","hiring job Nonprofit ","We're #hiring! Read about our latest #job opening here: Kiva Internship - https://t.co/gi3LyvceL1 #Nonprofit… https://t.co/KGLOrYMuGH"
"170183","GABOT_7","","10 meses después, venimos por primera vez al cine ♥️ (@ Cinemark in Curridabat, Costa Rica w/ @mishivillalobos) https://t.co/mhsWphjrsg"
"1270126","WestHaven_CT","","West Haven CT Wed Dec 20th PM Forecast: TONIGHT Mostly Clear Lo 21 THURSDAY Sunny Hi 35"
"774506","BeecherstownPA","","Beecherstown PA Wed Dec 13th PM Forecast: TONIGHT Snow Lo 21 THURSDAY Mostly Cloudy Hi 31"
"1633760","nathalieholroyd","winter winterwonderland christmas christmas2017 snowydays love sunny beautiful ","🎄☃️ . . . #winter #winterwonderland #christmas #christmas2017 #snowydays #love #sunny #beautiful… https://t.co/pNIIOzrKFE"
"1658333","jonhmiudo","","I'm at Ilha Primeira in Rio de Janeiro, RJ https://t.co/s6UoRzMJi0"
"1232134","parkslope5thave","kwanzaacrawl ","Join the #kwanzaacrawl @Bk9inBrooklyn on 26th @ BK9 https://t.co/FrOJcPwL7J"
"1444213","tmj_KYL_schn","hiring job Warehouse Lexington CareerArc ","We're #hiring! Read about our latest #job opening here: Delivery Driver - https://t.co/513OB2rXG3 #Warehouse #Lexington, KY #CareerArc"
"1355166","chugosky","","Juevesito 🍷🍸 (@ Hardcore Gym in Guadalupe, Nuevo León) https://t.co/3mmfzpQDXi"
"309395","tmj_scc_banking","job NorthCharleston Banking Hiring CareerArc ","Interested in a #job in #NorthCharleston, SC? This could be a great fit: https://t.co/MTpLUBn7FH #Banking #Hiring #CareerArc"
"20051","marcosaurelio13","","São Paulo.  Cidade cinza. em Hospital Sírio-Libanês https://t.co/FHuGuDQgUr"
"680443","jacks_mart2010","","最終日朝 飛行機に乗り遅れるのにビビりながら朝フリマ 場所: The Roadium Open Air Markethttps://www.instagram.com/p/Bcm0w-CAsFq/"
"936420","Zzzinful","MyStyle ","Candles. Candies. Cooking. Cocktails. Bublé and Puppini. #MyStyle… https://t.co/c4sJMuQBIP"
"984663","theloopclothing","getitbeforeitsgone tbay ","Brrrr baby it’s cold outside !   Chunky scarves and Kimonos ❄️🎄❄️ #getitbeforeitsgone #tbay… https://t.co/Fwc5D8w9os"
"651988","victor__deleon","","I'm at Starbucks in Mérida, Yucatán https://t.co/75810J5V66"
"1929779","MeganPribble","happynewyear ","Let the NYE outfit planning and beauty prep begin 🥂 What are you up to tonight? #happynewyear… https://t.co/Ec6n485i31"
"70775","MechanicsburgPA","","Mechanicsburg PA Sun Dec 3rd AM Forecast: TODAY Clearing Hi 51 TONIGHT Mostly Clear Lo 31"
"1197466","thisisdking","","@Ravens 34-31"
"1860650","AnaGabyCPonce","Ita ","La abuela más linda del mundo mundial es indiscutiblemente es #Ita… https://t.co/gfW8dYy2b0"
"981932","_SoyMarianna","","Total, completo &amp; absoluto... INTERNET WIIIIIIIN💖🎉👑 en Arena Ciudad… https://t.co/pV7nJKTsUm"
"536044","vera_vanee","","I'm at AMSAMIL (Asociación Mutual De La Sanidad Militar) in San Lorenzo https://t.co/XSj6APniY5"
"1298091","Thaynaberlim","","I'm at Centro de Belford Roxo in Belford Roxo, Rio de Janeiro https://t.co/6OdjA0coeO"
"387834","Kscope4Fun","","We changed this healed Tragus to a beautiful channel set with 3 Swarovski zirconium. Are your… https://t.co/bJFVltYRRs"
"1351736","ryanmoorman","","el piso repetido @ Acre Baja https://t.co/Npd8PRvoae"
"230772","Milox_Ej","me instachile instastgo PS4 ","Hora de GTA Online 😎 🎮 #me #instachile #instastgo #PS4 🌏 en Quilicura, Chile https://t.co/5QKmggicT3"
"1360503","DrFredDOpie","","Remembering Dave Huntley 1957 - 2017  https://t.co/L5DeADYRfa"
"1702191","udahiroki160","guatemala sanpedro market ","Bustling Bustling :) 賑わってますな。Animado en el Mercado, divertido!! #guatemala #sanpedro #market… https://t.co/47YJIrX9rG"
"974908","DigitalDR916","","GIVE THE GIFT OF REPAIR. We all know someone who has a broken phone or tablet, come on in to… https://t.co/PCePpH50sY"
"486435","BarshaWines","","The first 25 wine club members to chill in the tasting room get a complimentary bone broth from… https://t.co/U7PfYTTFv1"
"1805534","AbiDice22","Crack Chiris8 ","Mi #Crack #Chiris8 Es super hermoso ver como tantas personas te aprecian Angel Ricardo Flores… https://t.co/wCkAir71N5"
"1246243","eliscobos73","","Hombre rocanrol en La Reina Rock https://t.co/TpP8DLpW1n"
"974842","stacywilkins_","","Just posted a video @ The Hotel Chicago https://t.co/thmA9Q4H7z"
"556625","joycemelo_01","heineken ","@heinekenbr por favor me patrocína #heineken em Arujá https://t.co/SWdYEx2qiR"
"1068696","_Charleston_SC","","Charleston SC Sun Dec 17th PM Forecast: TONIGHT Cloudy Lo 51 MONDAY Chance Of Showers"
"814346","tmj_neg_jobs","Kearney Job Jobs Hiring CareerArc ","Want to work in #Kearney, NE? View our latest opening: https://t.co/c7cuYMaUvc #Job #Jobs #Hiring #CareerArc"
"1277939","yongehurst","","Our holiday hours for this weekend. Back to regular hours next weekend for New Years Eve.… https://t.co/B6XNBqzPlM"
"1133344","KarolRMonteiro","","🦎 em Penha, Santa Catarina https://t.co/ybtJ5L3PkM"
"370188","duda_pereirav","","I'm at Predio B - Colégio Santa Teresa De Jesus https://t.co/HUaV6eiG0L"
"1403991","C_Faquetti","Preparate Sábado Rock ","#Preparate‼ Mañana #Sábado le metemos #Rock a la noche de @OHANA_Palermo ‼ Tributo a Charly… https://t.co/utAVTPZ0jJ"
"1339856","614fmbc","","On Sunday December 10, we held our Annual Church Holiday Fellowship. This year we had an ugly… https://t.co/VVZdeSapIk"
"1882584","hkmtaysn","","Şehrin dokusunu hissetmek için mutlaka jazz dinlemelisiniz.… https://t.co/iDO4NpijK6"
"613936","StephanieEng","seasonsgreetings merrychristmas love Christmas2018 family loveit Christmas ","#seasonsgreetings #merrychristmas #love #Christmas2018 #family #loveit #Christmas… https://t.co/Ji3UwKPjNX"
"1386289","endoedibles","london france almond croissant ","I've seen #london I've seen #france But I've still not found a better #almond #croissant than… https://t.co/8eVHFk89e9"
"75030","VitaCaro","Cdmx Df ","Path  #Cdmx #Df en Centro Nacional de las Artes México https://t.co/LcFDB00S2N"
"1943530","shortmoscato","","Early 00’s it’s Lil Timberlake 🤣 happy new year! I sincerely hope all of you thrive out there.… https://t.co/hlJ75Lu6sh"
"1653388","mikhail_charles","VincyCounsel Blessed ","Happy Season to you and your family! #VincyCounsel #Blessed @ Cap… https://t.co/Fjo2GAoBEX"
"1495630","statxmusic","","https://t.co/k5PIu0Kh6P @ Austin, Texas https://t.co/heAOOUuSjD"
"223877","HilltopMallCA","","Hilltop Mall CA Tue Dec 5th PM Forecast: TONIGHT Clear Lo 35 WEDNESDAY Sunny Hi 61"
"901321","ccva_harvard","ccvaharvard ","Our Holiday Sale continues today! Get 10% off all bookstore purchases all weekend 📚 #ccvaharvard… https://t.co/kKn4Hmjerk"
"1837855","ZellGaymon","","Barcelona ‘17 | Epic Night @ Buffalo, New York https://t.co/5cLOisHesD"
"1770678","mamanickles","","This baby girl in this baby blanket from emmygoygoy is too much for… https://t.co/KBqNCsjBgN"
"1520347","cesar_rovira","","#amanecer#nocheconamigos @ The Terrace Apartments https://t.co/fOlnhOQvT9"
"602185","tmj_VAF_retail","job Retail ","This #job might be a great fit for you: Merchandise and Service Coordinator - https://t.co/cVD2nG71OC #Retail… https://t.co/VNirjXrGan"
"1241352","JeffScottGould","sceevents scelife ","Cheers to year 4 with this crew!   . . . ____________________________ #sceevents #scelife… https://t.co/CljcpU3BRM"
"1747156","poha_ari","","Esse lugar é maravilhoso!!!! 😍😍😍😍😍😍⛱️👙 Melhor dia !! 🔥 https://t.co/Y8BywgN3VI"
"65707","missorganic","impossibleburger ","🥕vegan🥕#impossibleburger 🍔is soooooo delicious!! ❤️ @ The Counter - Santana Row https://t.co/uBa1u2BmNJ"
"1847103","DebWilliamson","","Hanging with my homies today.  . The best time to relax is when you don’t have time for it.… https://t.co/RrRGssvlsO"
"1056933","minners4eyes","santa ohjames ","Trying to warm up to the big guy. #santa #ohjames @ Xalon Salon https://t.co/Fxl7fjWtuD"
"132086","bilycrf","","I'm at Outlet Premium Rio de Janeiro - @outpremiumrj in Duque de Caxias, RJ https://t.co/hV7TWWuA5g"
"1850150","lucianoibl","","Acabou de publicar uma foto em Igreja Batista da Lagoinha Industrial https://t.co/FcnkfEEuXV"
"1352462","Rulomangou","","Preguntas y respuestas Jajaja 😂😂 en Distrito Federal, Mexico https://t.co/EtK3nwhZu3"
"1782207","DADSRestaurant","bestbreakfastwallingfordct ctfood yummy delish ","Good morning !! #bestbreakfastwallingfordct #ctfood #yummy #delish @ DAD'S Restaurant https://t.co/D7LrZi9PoW"
"1251","KSlytherin","","Y esta foto justo hoy, va en honor a que es el cumpleaños del amor de vida. Te amo… https://t.co/JSqClLxxDp"
"410454","jessierose_21","","a very happy winter break from me n kitto kiwi!! this quarter was challenging at times but also… https://t.co/FDPD0YPZzd"
"1489359","chfgs","","O cara da TV perguntou como foi 2017:  Um ano cheio de emoções... umas boas... muitas ruins... E… https://t.co/bWYuZpg2NB"
"1088742","JuniorMatrille","","Dios te bendiga hermano mío! Que puedas tener salud y 90 cuadrangulares, tus primeros 30 fueron… https://t.co/uqcVELVDrj"
"969566","sssimpson","","Angel tree delivery! We were able to adopt 12 angels from the Angel Tree at Mayfaire!!! 👼🏻🎄🎅👍🙌🙌… https://t.co/lGcSsUahjb"
"202239","heth_manoel","","😴😴😴 em Gruta de Lourdes https://t.co/ygbBRBBmja"
"1799042","veroluchi","VeroTips L ","38 Grados City Porteña!!! #VeroTips Tomar mucha agua 💦 Hidratarse y usar colores claros. #L♥️ve… https://t.co/L15ZeuCK6B"
"241354","Suacamp","","Monte Aghá  com chapeuzinho de chuva ontem... em Piúma, ES - Cidade das Conchas https://t.co/MLxruH6veE"
"49777","TrainerIBW","sunset wisconsin beautiful ","#sunset #wisconsin #beautiful @ Pleasant Prairie, Wisconsin https://t.co/mcGZA4I4dl"
"1434669","aldomayoral","","Muito fome (@ El Taquito in Mexico, D. F.) https://t.co/dsMGjN4TT6"
"813956","MoSpringfield","","Springfield MO Thu Dec 14th AM Forecast: TODAY Mostly Cloudy Hi 41 TONIGHT Cloudy Lo 25"
