"","name","hashtag","text"
"433250","trendinaliaCL","PiñeraEnLaCalle SideshowCamilaCabelloChi VerdadesOcultas FinalSub17 CorazonValiente ","⒈ #PiñeraEnLaCalle ⒉ #SideshowCamilaCabelloChi ⒊ #VerdadesOcultas ⒋ #FinalSub17 ⒌ #CorazonValiente ⒍ Lampa ⒎ Arturo… https://t.co/4jsmTlWmib"
"203138","VCUHealthJobs","Richmond job Nursing Hiring ","If you're looking for work in #Richmond, VA, check out this #job: https://t.co/pqqx09sQjb #Nursing #Hiring"
"433174","COC_Careers","hiring SantaClarita ","Want to work at College of the Canyons? We're #hiring in #SantaClarita, CA! Click for details:… https://t.co/22RG9FDkk5"
"402071","checkoutstoretm","DVD Cases Generic ","300 Black 8 Disc DVD Cases $147.00 https://t.co/Pm2tHctAiB #DVD #Cases #Generic https://t.co/GL3AYaR8Nk"
"65570","fullauto11","stocks forex ","What I was saying after today’s trading action in forex and stock market. #stocks #forex @… https://t.co/w7RQkHLgnt"
"1261961","missrusso","poser naturesbeauty reptilesofinstagram naturephotography sonya6500 ","on his way up... #poser #naturesbeauty #reptilesofinstagram #naturephotography #sonya6500 @… https://t.co/4AleaxJwuw"
"739753","tmj_nyc_it","NewYork job IT Hiring CareerArc ","See our latest #NewYork, NY #job and click to apply: Sr Database Administrator - https://t.co/H5xm5ZBTZB #IT #Hiring #CareerArc"
"909015","Miltonneves","terceirotempo noticia ","CBA divulga nota de repúdio à briga nas 500 Milhas de Kart da Granja Viana https://t.co/8wu5IJGpjb #terceirotempo #noticia"
"779020","chavesG","","I'm at Quiosque do Bosques da Glória https://t.co/Qs49TYM6EH"
"1057936","tmj_wi_retail","job Retail Oshkosh Hiring CareerArc ","Can you recommend anyone for this #job? Associate Sales - https://t.co/mMjthfbhtF #Retail #Oshkosh, WI #Hiring #CareerArc"
"1074013","tmj_VAA_adm","job IT Arlington Hiring CareerArc ","This #job might be a great fit for you: Information System Security Officer - https://t.co/4lAfFqcDsq #IT #Arlington, VA #Hiring #CareerArc"
"41276","BLifeAlief","","Tips for Using Leftover Holiday Wine https://t.co/QOVxBQiBhT"
"1555849","ADTRANCareers","Huntsville job Engineering Hiring ","See our latest #Huntsville, AL #job and click to apply: Product Support Engineer II - https://t.co/hl6llJGD8e #Engineering #Hiring"
"242819","ZhaneMartin","","Monday night always got some new ish! @ The House https://t.co/V1N5FkfJhW"
"911531","sagharborlions","BoyScoutTroop455 ","Scouts from #BoyScoutTroop455 are helping the @sagharborlions this afternoon with your tree selection and to tie th… https://t.co/d6B5gnLXDL"
"440444","test5geo1798","","TEST_LAT/LON: 75ff2d9c-eb04-4cc3-bda8-9e9538484701"
"67777","cjtorres7","","Drinking a Sculpin by @BallastPoint @ Panxa Cocina — https://t.co/tYt2QcqMNU"
"555411","tmj_las_sales","LasVegas Sales Job Jobs Hiring CareerArc ","Want to work in #LasVegas, NV? View our latest opening: https://t.co/WMlDtUic6s #Sales #Job #Jobs #Hiring #CareerArc"
"1234494","MO_LVJobs","job vegas hoteljobs ","This #job might be a great fit for you: Pool Operations Manager - https://t.co/r5jsiPqKft #vegas #hoteljobs… https://t.co/OBcaAnBbkI"
"135884","ShonTaylor7","","The Energy God!!! @conan42fly @ Highline Ballroom https://t.co/MmyrujwTHt"
"1206984","ccapelao","","I'm at @KidzaniaSpaulo in São Paulo, SP https://t.co/l8fWxPnnXH"
"1441310","tmj_CAP_NURSING","job ","This #job might be a great fit for you: Relief B Clinical Nurse II - Neonatal Float Team (0.3 FTE, Nights) -… https://t.co/xGOX5VyujD"
"69882","Lordof_Metal","","Noti Lord.  ""Time3"" de JOURNEY se lanzó el 1 de diciembre de 1992.  ¡Feliz 25 aniversario! en… https://t.co/gj3wMUYD3G"
"781812","fabrika_studio","Fabrika ","Filhuz Eskrotuz. Porradaria hardcore de protesto, no mural #Fabrika em Fábrika Studio https://t.co/Vk6Q2TWC4d"
"1186029","edercca1986","Natal Olhemos ","#Natal é isso celebrar o Amor. #Olhemos sempre em nossos irmãos e… https://t.co/SGskpvePz9"
"817012","quartermile22","PeytonMatteoAdventures ","looking for Hogwarts? #PeytonMatteoAdventures @ The Wizarding World… https://t.co/MQvU7xJpqE"
"1453279","Merida","","current weather in Merida: scattered clouds, 14°C 98% humidity, wind 1kmh, pressure 817mb"
"625657","test5f1798","","near blender: f06efa2b-dfd3-4e9d-b217-6ed9c6ddf45a"
"174647","TrendsCuritiba","Curitiba ","Matheus Anjos, @m10anjos é tendência em #Curitiba  https://t.co/UghBS4XCBd https://t.co/1twdR4gqgo"
"781556","AgusPaolantonio","ph ","Book pre-comunión pauli_rabellino ! #ph: agustina paolantonio en… https://t.co/I4qeoCCSur"
"1546738","TotalTrafficSD","Escondido SDtraffic ","Grass fire in #Escondido on I-15 SB before Deer Springs Rd, stop and go traffic back to Gopher Cyn Rd, delay of 11 mins #SDtraffic"
"1423268","Jussara_BP","primo familia barbosa ","Primo Clailton! #primo #familia #barbosa em Bairro Areia Branca… https://t.co/htQSuJ2GRu"
"1152661","tmj_fl_nursing","FortMyers job Nursing Hiring CareerArc ","If you're looking for work in #FortMyers, FL, check out this #job: https://t.co/fFSBwAWq43 #Nursing #Hiring #CareerArc"
"58741","valerybastos","","Tirando meias do armário em Tijuca City https://t.co/cULgURsnIa"
"1364422","nicolas_tanaka","","I'm at Torre Abaco in Lima https://t.co/eMs8C4yZeM"
"1167114","_majorsssnead","","alguien se picho 🙄 (@ Cafe Consulado in Asuncion) https://t.co/ft4t8VFSNZ"
"1365134","TlaquepaqueMX","","current weather in Tlaquepaque: clear sky, 7°C 81% humidity, wind 1kmh, pressure 1025mb"
"792515","tmj_VAA_health","job Arlington Healthcare Hiring CareerArc ","Can you recommend anyone for this #job in #Arlington, VA? https://t.co/XE0qeEDQsT #Healthcare #Hiring #CareerArc"
"511298","dressd2fcknKILL","","est. 2017 .. lolz. @ Canton Hall https://t.co/xJLHZ3EDNl"
"1093831","VicarageWX","","Wind 0.0 km/h NNE. Barometer 1023.27 mb, Rising. Temperature -6.2 °C. Rain today 0.0mm. Humidity 68%"
"607036","tmj_fre_health","Fresno HealthWelfare Veterans Job Jobs Hiring CareerArc ","Want to work in #Fresno, CA? View our latest opening: https://t.co/V7nTz63wAj #HealthWelfare #Veterans #Job #Jobs #Hiring #CareerArc"
"1292280","tmj_tx_nursing","job ","This #job might be a great fit for you: Registered Nurse (Informatics Nurse/BCMA Coordinator) -… https://t.co/mT1vLTq2FK"
"303755","tmj_nyc_adv","NewYork job Marketing Hiring CareerArc ","If you're looking for work in #NewYork, NY, check out this #job: https://t.co/S2mcGrJoca #Marketing #Hiring #CareerArc"
"88761","tmj_scc_retail","job Retail NorthCharleston Hiring CareerArc ","This #job might be a great fit for you: Full-Time Key Holder - https://t.co/43ewiHNomO #Retail #NorthCharleston, SC #Hiring #CareerArc"
"778339","Mary25650403012","","I’m free! @ Alabama https://t.co/wVfb5Hsqg1"
"74769","CanilGrandWolf","","Dezembro!  Todo mundo acelerado, ansioso, meio surtado, muito cansado. Mais um fim do ano, fim… https://t.co/puiVXTCjlC"
"865200","aabywg","","Looks yum!! @ Trans Canada Brewing Company https://t.co/MGNyJYVnam"
"896519","sexylexitoyou","","Just posted a photo @ Lowe's Home Improvement https://t.co/IBP0mCN73r"
"1133784","trendinaliaCO","","'Ciudadanos' acaba de convertirse en TT ocupando la 7ª posición en Colombia. Más en https://t.co/cSmLh2Ssg4 https://t.co/Ng5I8OsLpV"
"374349","NevadaCountyWX","","Wind 2.0 mph NW. Barometer 30.385 in, Falling. Temperature 67.3 °F. Rain today 0.00 in. Humidity 27%"
"1438597","MeijerJobs","job Commerce CustomerService Hiring ","Interested in a #job in #Commerce, MI? This could be a great fit: https://t.co/1SlDY3MQ6X #CustomerService #Hiring"
"1146592","WSILIMALIM7","","05:30:01,WS2080 Wind:135°at0.0km/h Gust:0.0km/h, Temp:18.4°C/DewPoint:16.4°C, Heat Index:18.4°C, 1011.5Hpa, PP0.0mm, Humidity:88%"
"964204","VanWertDesign","mammoth snowboarding vacation ","Ran into Gage during her lesson #mammoth #snowboarding #vacation @ Mammoth Mountain https://t.co/VA8wwpuFFG"
"1305741","tmj_flf_cstsrv","job Valet Attendant ","Join the USA Parking team! See our latest #job opening here: https://t.co/SbGQ5X6qhd #Valet #Attendant… https://t.co/5vmrdryUYD"
"1002515","test5f1798","","near blender: 4241c656-9943-4d2c-9eef-ce03ace36e2a"
"47751","_RenataSchauren","","I'm at Escola Josefina Becker https://t.co/nDFs37ANeb"
"898960","danililiss5df3","","Um é pouco, dois é bom, três é maravilhoso 😍 @marcos_harter em Rio de Janeiro, Rio de Janeiro https://t.co/KILcGQSTOo"
"771962","LegiScanNH","","SB347 [NEW] Relative to seasonal highway weight limits. https://t.co/ucZdX3dQ90"
"151234","rocio_911","","Viendo donde compra la prole... 😒 (@ Coppel) https://t.co/43JFn2o7SB"
"894277","redcow_mn","50thandFrance BeerMenus ","Indeed Danzig Dunkel on tap now. https://t.co/vFohsfwa5f #50thandFrance #BeerMenus"
"790714","iembot_byz","","LIVINGSTON/MISSION,MT (LVM) ASOS reports gust of 61 knots (70.2 mph) from SW @ 1653Z"
"960258","_ViHampton","rooftop rapper public figure ","Used to not be allowed in the building nor we on the rooftop #rooftop #rapper #public #figure… https://t.co/ZAOOqqIJAw"
"913053","BoardwalkFudge","","Finished dark chocolate cake with a dark chocolate buttercream frosting and dark chocolate… https://t.co/NOijxfNn1u"
"1445918","Hubb33","","👹Huge Weight👹33🐶🐱🐾 @ Lofts of Sandcreek https://t.co/ksqxQDO6oJ"
"1549867","JeffreyLora","","🤭 RT @Sim0nRD: VISTE QUE TE DEMOSTRE QUE NO TODO LO QUE ES ORO BRILLA 😉😉"
"1026013","tmj_fl_eng","hiring ","We're #hiring! Click to apply: Aircraft Maintenance Technician - Punta Gorda Florida - https://t.co/YEXFOtvxlG… https://t.co/kw2D9sYqMc"
"191912","LORDIOU","","🎄This way to Bethlehem! @ Damascus Road Community Church https://t.co/nQ0Qj0QV47"
"394804","trendinaliaCL","","'Lucía Hiriart' acaba de convertirse en TT ocupando la 6ª posición en Chile. Más en https://t.co/xGRvgIQjMk https://t.co/0nBDviajyU"
"1061049","SexyVelvetRoom","","Hace frío? Qué tal unas medias para complementar tu outfit! Tenemos muchos modelos! Agenda tu… https://t.co/G4ry3QX9m4"
"956658","asinelli77","","Wind 3,9 kts SE. Barometer 1021,3 hPa, Falling slowly. Temperature 21,7 °C. Rain today 0,0 mm. Humidity 99%"
"634610","manda4queen","","I’m over the cold take me back to Malibu 💕 @ Malibu, California https://t.co/tqzyerllRS"
"1102526","_AnaheimCA","","Anaheim: 6:53am: sunrise sunset will be at 4:47pm"
"1107857","tmj_SD_transp","job ","This #job might be a great fit for you: Team CDL A Owner Operator, Drop &amp; Hook - https://t.co/z0LZ4OnzUT… https://t.co/bOmdhgo6Ha"
"173746","capturemyworld","hdr hdroftheday hdrphotography ","You know I got it 🔥  Artists: @prynceeli_ ily_slim   #hdr #hdroftheday #hdrphotography… https://t.co/fnATyquXTE"
"817477","trendinaliaBR","OOutroLadoDoParaiso MegaColab ExathlonBrasil Apocalipse19 CarinhaDeAnjo280 ","⒈ #OOutroLadoDoParaiso ⒉ #MegaColab ⒊ #ExathlonBrasil ⒋ SEGUE FCS SEM UNF ⒌ #Apocalipse19 ⒍ #CarinhaDeAnjo280 ⒎ Juc… https://t.co/k2KCS39TtZ"
"1483085","aminenrique","","Por el futuro de ellos. Por ellos trabajamos duro desde el ider_ctg 24/7 @alcaldiactg… https://t.co/NcUZ3FNVJT"
"1003916","ShawneeStPauls","","O Come Let Us Adore Him! Christmas Eve Services at 10:45AM, 6:00PM, and 11:30PM. @ Shawnee St.… https://t.co/XYGhut2Yo1"
"1483816","tmj_OHD_HRTA","hiring Hospitality Lebanon Job Jobs CareerArc ","We're #hiring! Click to apply: Food &amp; Beverage Shift Manager (BOH) - https://t.co/E8yLElIBbE #Hospitality #Lebanon, OH #Job #Jobs #CareerArc"
"1546652","NevadaCountyWX","","Wind 0.0 mph ---. Barometer 30.048 in, Steady. Temperature 46.9 °F. Rain today 0.00 in. Humidity 52%"
"913927","ruthless1k","","bruh Rogers came back for what?!"
"1406381","C5E_TV","","CLICK ON THE LINK IN OUR BIO TO HEAR THE ENTIRE SONG BY C5 BOYZ - SUPA HERO FEATURING MICHAEL… https://t.co/STnsQr6x1w"
"902393","tmj_mke_health","job Milwaukee Healthcare Hiring CareerArc ","Interested in a #job in #Milwaukee, WI? This could be a great fit: https://t.co/rycbU9qjrA #Healthcare #Hiring #CareerArc"
"18686","trendinaliaBR","MAMARedCarpet sextou DemisWeddingToday DoctorWho WorldCupDraw ","⒈ #MAMARedCarpet ⒉ #sextou ⒊ #DemisWeddingToday ⒋ BOM DIA DEZEMBRO ⒌ AIDS ⒍ #DoctorWho ⒎ #WorldCupDraw ⒏ Ana Maria… https://t.co/zbe255O9nR"
"545390","charger_girl1","","Football Camp @ Rancho Bernardo Community Park https://t.co/lgVKNtqiRk"
"1180884","tmj_neo_jobs","job Omaha Hiring CareerArc ","Join the CHI team! See our latest #job opening here: https://t.co/9YMyWUsmls #Omaha, NE #Hiring #CareerArc"
"1082617","iDamienJackson","","@I_am_J9911 Where’s this from Fam? Cause I wanna see the rest of this.😳"
"1523183","dyrell_b","newbeat newme lol beats instrumental ","2018 will be a Great Year!   Happy new year !🎊😎 😆😉 #newbeat #newme #lol #beats #instrumental… https://t.co/MKPgwnBBqJ"
"1411754","511nyBinghamton","NY12 ","Cleared: Incident on #NY12 NB at north of Kattelville Road"
"390810","checkoutstoretm","CD Jewel Cases Generic ","400 Black Triple 3 Disc CD Jewel Case $159.00 https://t.co/xDzu42Wp76 #CD #Jewel #Cases #Generic https://t.co/KKh3Ug6VZa"
"1118089","BombaAustria","","17:07 en Lo Prado INCENDIO B2 Q3 B4 BX5 B6 Los Lirios y Los Alamos https://t.co/AgQ4v14MFQ"
"1236316","_MadisonWI","","few clouds -&gt; scattered clouds temperature down 21°F -&gt; 17°F humidity up 57% -&gt; 66% wind 8mph -&gt; 3mph"
"1570024","Tiba4P","","Cana não mundão... em Estaçoes Da Doca https://t.co/E6APxGARGC"
"1565093","edwards_manny","","And there you go ..... @ English Ridge https://t.co/9Be92wpmn7"
"337436","guiniga","","A surprising brown Ale with cinnamon and brown sugar. - Drinking a Katrina by @ScarletLaneBrew @ Market House Inn… https://t.co/A7mwGn8H6U"
"254172","nicolaritchie","realitycheck bestgettowork study ","Received a lovely reminder whilst on holiday #realitycheck #bestgettowork #study @ Disney Springs https://t.co/XvGu3Hz9VS"
"113964","Coach_Lancaster","","Make Your Passion Your Profession 🙌🏾 @ Grand Rapids, Michigan https://t.co/GcqTNcBnpy"
"1156907","cidadegospelfm","","Esposa de pastor testemunha libertação da pornografia: “Descobri que não estava só” https://t.co/Fijz51VtOL https://t.co/GbE9NrekBP"
"559574","boechataa","","falando no diabo aparece o rabo"
"295678","ArthuroBecerra1","","Cartera en color ocre para dama diseño muy vanguardista y… https://t.co/vym7EAo8wo"
"417761","tmj_msp_acct","job Minneapolis Accounting Hiring CareerArc ","Interested in a #job in #Minneapolis, MN? This could be a great fit: https://t.co/beTK0HturZ #Accounting #Hiring #CareerArc"
"278436","tmj_iad_jobs","hiring ","We're #hiring! Click to apply: PCT -6N Neuro/Trauma/Stroke- FT .9 (Day/Evening) - https://t.co/qVND03gPjx… https://t.co/vrg4Gp97KJ"
"1044079","ryamauti","SDV ","Mega-Sena acumula e vai pagar R$ 48 milhões na quinta https://t.co/AtElHQPqew #SDV Via @exame"
"234513","rafaelnegreiro2","","Acaba de publicar una foto en Santa Catarina https://t.co/e6VSp1VJNb"
"926024","azulh2008","","Acaba de publicar una foto en Bogotá, Colombia https://t.co/UD7nH8ZrJe"
"290291","tannerfittes","","You know it's Finals time when MJ shows up. @ Holiday Inn Express Hotel &amp; Suites Starkville https://t.co/3h4Mlvb0hZ"
"1450933","DerekAlfonso","","Global Village Reunion 2017 @ The Bell Tower on 34th https://t.co/ppDuOannfq"
"34119","SaintPetersMO","","current weather in Saint Peters: clear sky, 50°F 53% humidity, wind 6mph, pressure 1025mb"
"7707","coooniii","","Por fin .... chauuuuu noviembre !!!! No vuelvas… https://t.co/gqYQLNSjnJ"
"1269451","3dueUno","soccer Story ","#soccer Talk of Real Madrid sacking Zinedine Zidane is 'comical' - Thierry Henry https://t.co/IpvGFkmomY #Story… https://t.co/gQfSsIQ2qk"
"390129","SBRTCoaching","","For the pizza lovers.....thin and crispy keto crush, low in carbs. And it was… https://t.co/Q6ecTRX9FW"
"1429923","tmj_lax_health","LosAngeles job MedSurg RN Nurse Hiring CareerArc ","If you're looking for work in #LosAngeles, CA, check out this #job: https://t.co/K37VO16oJ1 #MedSurg #RN #Nurse #Hiring #CareerArc"
"356001","tmj_tul_hrta","job Tulsa Hospitality Hiring CareerArc ","Can you recommend anyone for this #job in #Tulsa, OK? https://t.co/CpwEKjdllU #Hospitality #Hiring #CareerArc"
"1382532","acpmdeportes","PrimerTiempoCO ","Torneo de Golf en Cartagena entregó a sus ganadores https://t.co/4rqqQrSxcU #PrimerTiempoCO"
"631297","WinkWestwood","","There’s a joke in this somewhere lol https://t.co/aE5m6Hue6R"
"742145","Ray_225","GreenBeans ","My favorite veggie #GreenBeans @ Gonzales, Louisiana https://t.co/K2XIre17lO"
"676253","TheDanAbrams","","@realDonaldTrump @foxandfriends More than 90% of news coverage of deadly shark attacks is negative too…for similar reasons."
"1426938","Patri_011","","@PrensaLatina_cu https://t.co/3n8sL9XFaV"
"1097799","asinelli77","","Wind 0,0 kts ENE. Barometer 1016,9 hPa, Rising slowly. Temperature 20,5 °C. Rain today 1,2 mm. Humidity 99%"
"1491219","eyer_25","","I'm at Americanas Express Blockbuster - @americanascom in Rio de Janeiro, RJ https://t.co/VCLcyZK6Ju"
"1272205","tmj_msp_it","Bloomington job IT Veterans Hiring CareerArc ","If you're looking for work in #Bloomington, MN, check out this #job: https://t.co/b3GBZza7MJ #IT #Veterans #Hiring #CareerArc"
"910438","tmj_bna_mgmt","Nashville BusinessMgmt Job Jobs Hiring CareerArc ","Want to work in #Nashville, TN? View our latest opening: https://t.co/2ymdPu8qtr #BusinessMgmt #Job #Jobs #Hiring #CareerArc"
"707234","andrewsearles","","After MONTHS &amp; MONTHS of constant delays, dealing with TuneCore and Amazon, it’s FINALLY… https://t.co/jBAb8MdpoG"
"585282","PRMCJobs","job RN ","Join the Peninsula Regional Medical Center team! See our latest #job opening here: https://t.co/XoiMNet3BN #RN… https://t.co/EjnMjQZvJh"
"1197521","asinelli77","","Wind 0,6 kts E. Barometer 1015,2 hPa, Falling slowly. Temperature 19,6 °C. Rain today 0,0 mm. Humidity 99%"
"764429","carelram","","Just posted a photo @ Coral Gables, Florida https://t.co/uY1QT00GS7"
"340926","moutoncovewx","weather ","42.4F (Feels: 37.1F) - Humidity: 89% - Wind: 7.2mph NNE - Gust: 7.3mph - Pressure: 30.268in #weather https://t.co/75yzNJ23Eh"
"711507","trendinaliaDO","","'Maya' acaba de convertirse en TT ocupando la 1ª posición en República Dominicana. Más en https://t.co/b28Rg0EIVf https://t.co/05QXhAV6Na"
"1554721","tay_preussler","","Meu tio é mt mal educado meu Deus"
"340588","TrendsCaracas","padrinogenocida Caracas ","#padrinogenocida es ahora una tendencia en #Caracas  https://t.co/tCaOjMFwgJ https://t.co/i5geN2Jvlc"
"816313","Debochada_Rai","","@PaulinhoDa10 quem nao te conhece, até acredita em vc kkkkkk"
"19004","RelCareers","hiring Chicago ActOnIt ","Want to work at Relativity? We're #hiring in #Chicago, IL! Click for details: https://t.co/wH5U6XIaYu #ActOnIt… https://t.co/KOvOFGQFKv"
"1438552","CareersAtNS","job coop gatech GSU ","Join the Norfolk Southern team! See our latest #job opening here: https://t.co/O1SqasLwPe #coop #gatech #GSU… https://t.co/4K5vXpCjhf"
"1573153","alex1600","","I'm at Barraca Rastro Do Sol https://t.co/r2GLFnkO7l"
"1385532","trendinaliaVE","trndnl ","'Shakira' empieza a ser Tendencia, con 26231 tweets, ocupando la 26ª posición en Venezuela. Más en https://t.co/TZZWvFfY1p #trndnl"
"537568","popocho25","","Porota Summer Time 😍 jejeje Carla Sofia disfrutando de los primeros días de verano en Playa… https://t.co/BPkQXAgjNq"
"1503228","LUIZANTONIOCUN1","Repost rmstitanic ","#Repost dentrodeltitanic (get_repost) ・・・ Ken Marschall en el set de Titanic 1997 #rmstitanic… https://t.co/g57OoN8fEG"
"282902","boodythebest","seafood fish whalesboneonelgin whalesbone dinner food Ottawa Photography ",". Whalesbone . #seafood #fish #whalesboneonelgin #whalesbone #dinner #food #Ottawa #Photography… https://t.co/0fgjdDPbaE"
"773976","test5geo1798","","TEST_LAT/LON: 0c20d27b-171c-4c9f-85d9-2e9594bca8b1"
"64865","TrendsBogota","Bogotã ","DON GONORREA, @_ungonorrea es ahora una tendencia en #Bogotã  https://t.co/8S6fd3lRpU https://t.co/Ox1dwNuNyw"
"554714","JuarezMX","","current weather in Juarez: haze, 13°C 27% humidity, wind 2kmh, pressure 1030mb"
"511416","Luismanu1989","","Con Mi Gente @ Barriott https://t.co/xhxcv5eSVX"
"1425632","Maxie317","","3919 Lafayette Rd. The “NapOrNothing” shop is open for business. We’ve just added a recording… https://t.co/YU3Yd4lRan"
